system_ID,mean
A07,3.6549356223175966
A18,2.1443123938879456
A08,1.7886247877758914
A16,2.2976287816843826
A17,1.8006509357200977
A11,2.41025641025641
A19,2.539898132427844
A12,4.327150084317032
A09,1.82882096069869
A14,3.977667493796526
A10,5.5754716981132075
A15,4.578414839797639
A13,1.903035413153457
